"COD_BARRIO";"TXT_BARRIO";"TXT_LOCALIDAD";"TXT_MUNICIPIO";"COD_LOCALIDAD"
2617;"2617. PRADO DE LAS VEGAS";"21. SOACHA";"02. SOACHA";21
2618;"2618. CHICO SUR";"21. SOACHA";"02. SOACHA";21
2619;"2619. TIERRA BLANCA";"21. SOACHA";"02. SOACHA";21
2620;"2620. LA FLORIDA II SECTOR";"21. SOACHA";"02. SOACHA";21
2621;"2621. LA CA\ADA";"21. SOACHA";"02. SOACHA";21
2622;"2622. SAN MARCOS";"21. SOACHA";"02. SOACHA";21
2623;"2623. DOCE DE MARZO";"21. SOACHA";"02. SOACHA";21
2624;"2624. CIEN FAMILIAS";"21. SOACHA";"02. SOACHA";21
2625;"2625. COBEC";"21. SOACHA";"02. SOACHA";21
2626;"2626. LA PRADERA";"21. SOACHA";"02. SOACHA";21
2627;"2627. EL CARDAL";"21. SOACHA";"02. SOACHA";21
2628;"2628. SAN CARLOS";"21. SOACHA";"02. SOACHA";21
2629;"2629. SAN ALBERTO";"21. SOACHA";"02. SOACHA";21
2630;"2630. LA ESPERANZA";"21. SOACHA";"02. SOACHA";21
2631;"2631. SAN JUAN";"21. SOACHA";"02. SOACHA";21
2632;"2632. JUAN PABLO II SECTOR";"21. SOACHA";"02. SOACHA";21
2633;"2633. JUAN PABLO III SECTOR";"21. SOACHA";"02. SOACHA";21
2634;"2634. SANTA ROSA";"21. SOACHA";"02. SOACHA";21
2635;"2635. EL DANUBIO";"21. SOACHA";"02. SOACHA";21
2636;"2636. PORTA ALEGRE";"21. SOACHA";"02. SOACHA";21
2637;"2637. EL CARMEN";"21. SOACHA";"02. SOACHA";21
2638;"2638. LOS OLIVOS";"21. SOACHA";"02. SOACHA";21
2639;"2639. VILLA SANTA ISABEL";"21. SOACHA";"02. SOACHA";21
2640;"2640. LA CRISTALINA";"21. SOACHA";"02. SOACHA";21
2641;"2641. VILLA FLOR";"21. SOACHA";"02. SOACHA";21
2642;"2642. LOS GIRASOLES";"21. SOACHA";"02. SOACHA";21
2643;"2643. NEMESIS";"21. SOACHA";"02. SOACHA";21
2644;"2644. EL MIRADOR";"21. SOACHA";"02. SOACHA";21
2645;"2645. SAN ISIDRO";"21. SOACHA";"02. SOACHA";21
2646;"2646. VILLAS DE SANTA ROSA";"21. SOACHA";"02. SOACHA";21
2647;"2647. SATELITE";"21. SOACHA";"02. SOACHA";21
2648;"2648. LA AMISTAD";"21. SOACHA";"02. SOACHA";21
2649;"2649. LAS FERIAS";"21. SOACHA";"02. SOACHA";21
2650;"2650. SAN MARTIN";"21. SOACHA";"02. SOACHA";21
2651;"2651. LAS VILLAS";"21. SOACHA";"02. SOACHA";21
2652;"2652. QUINTANARES";"21. SOACHA";"02. SOACHA";21
2653;"2653. SANTILLANA";"21. SOACHA";"02. SOACHA";21
2654;"2654. CAZUCA II SECTOR";"21. SOACHA";"02. SOACHA";21
2655;"2655. LEON XIII II SECTOR";"21. SOACHA";"02. SOACHA";21
2656;"2656. EL SOL";"21. SOACHA";"02. SOACHA";21
2657;"2657. SAN BERNARDINO";"21. SOACHA";"02. SOACHA";21
2658;"2658. SAN MATEO";"21. SOACHA";"02. SOACHA";21
2659;"2659. SOACHA";"21. SOACHA";"02. SOACHA";21
2660;"2660. LA VEREDITA";"21. SOACHA";"02. SOACHA";21
2661;"2661. EL ROSAL";"21. SOACHA";"02. SOACHA";21
2662;"2662. EL PRADO";"21. SOACHA";"02. SOACHA";21
2663;"2663. RICAURTE";"21. SOACHA";"02. SOACHA";21
2664;"2664. LA MAGDALENA";"21. SOACHA";"02. SOACHA";21
2665;"2665. BALCON REAL";"21. SOACHA";"02. SOACHA";21
2666;"2666. CARLOS PIZARRO";"21. SOACHA";"02. SOACHA";21
2667;"2667. CIUDAD DE QUITO SECTOR I";"21. SOACHA";"02. SOACHA";21
2668;"2668. CIUDAD DE QUITO SECTOR II";"21. SOACHA";"02. SOACHA";21
2669;"2669. CIUDAD LATINA SECTOR A";"21. SOACHA";"02. SOACHA";21
2670;"2670. CIUDAD LATINA SECTOR B";"21. SOACHA";"02. SOACHA";21
2671;"2671. CIUDADELA PASEO REAL";"21. SOACHA";"02. SOACHA";21
2672;"2672. EL DANUBIO SECTOR I";"21. SOACHA";"02. SOACHA";21
2673;"2673. EL DANUBIO SECTOR II";"21. SOACHA";"02. SOACHA";21
2674;"2674. EL MIRADOR DE LA VEREDITA I";"21. SOACHA";"02. SOACHA";21
2675;"2675. EL PRADO DE LAS VEGAS";"21. SOACHA";"02. SOACHA";21
2676;"2676. EL RUBY O LLANO GRANDE";"21. SOACHA";"02. SOACHA";21
2677;"2677. FLORIDA ALTA";"21. SOACHA";"02. SOACHA";21
2678;"2678. FLORIDA SECTOR II";"21. SOACHA";"02. SOACHA";21
2679;"2679. LA CAPILLA";"21. SOACHA";"02. SOACHA";21
2680;"2680. LA LAGUNA";"21. SOACHA";"02. SOACHA";21
2681;"2681. LA MARIA";"21. SOACHA";"02. SOACHA";21
2682;"2682. LA PRADERA SECTOR I";"21. SOACHA";"02. SOACHA";21
2683;"2683. LA PRADERA SECTOR II";"21. SOACHA";"02. SOACHA";21
2684;"2684. LAS QUINTAS SECTOR II";"21. SOACHA";"02. SOACHA";21
2685;"2685. LEON XIII SECTOR III";"21. SOACHA";"02. SOACHA";21
2686;"2686. LLANOS DE SOACHA";"21. SOACHA";"02. SOACHA";21
2687;"2687. LOMA LINDA";"21. SOACHA";"02. SOACHA";21
2688;"2688. LOS VALCANES";"21. SOACHA";"02. SOACHA";21
2689;"2689. LOS DUCALES SECTOR I";"21. SOACHA";"02. SOACHA";21
2690;"2690. LOS DUCALES SEC II";"21. SOACHA";"02. SOACHA";21
2691;"2691. LOS OCALES";"21. SOACHA";"02. SOACHA";21
2692;"2692. OLIVARES";"21. SOACHA";"02. SOACHA";21
2693;"2693. LOS OLIVOS SECTOR I";"21. SOACHA";"02. SOACHA";21
2694;"2694. LOS OLIVOS SECTOR II";"21. SOACHA";"02. SOACHA";21
2695;"2695. LOS OLIVOS SECTOR III";"21. SOACHA";"02. SOACHA";21
2696;"2696. LOS OLIVOS SECTOR IV";"21. SOACHA";"02. SOACHA";21
2697;"2697. LOS PINOS";"21. SOACHA";"02. SOACHA";21
2698;"2698. NUEVO COLON";"21. SOACHA";"02. SOACHA";21
2699;"2699. PABLO VI";"21. SOACHA";"02. SOACHA";21
2700;"2700. SANTA ANA SECTOR ARIZONA";"21. SOACHA";"02. SOACHA";21
2701;"2701. SANTA ANA SECTOR I";"21. SOACHA";"02. SOACHA";21
2702;"2702. SANTA ANA SECTOR SAN CARLOS";"21. SOACHA";"02. SOACHA";21
2703;"2703. SANTA ANA SECTOR SAN FERNANDO";"21. SOACHA";"02. SOACHA";21
2704;"2704. SANTA BIBIANA";"21. SOACHA";"02. SOACHA";21
2705;"2705. SECTOR A B C";"21. SOACHA";"02. SOACHA";21
2706;"2706. VILLA ESPERANZA";"21. SOACHA";"02. SOACHA";21
2707;"2707. LA ESMERALDA";"21. SOACHA";"02. SOACHA";21
2708;"2708. VILLA SOFIA SECTOR I";"21. SOACHA";"02. SOACHA";21
2709;"2709. VILLA SOFIA SECTOR II";"21. SOACHA";"02. SOACHA";21
2710;"2710. EL BOCHICA";"21. SOACHA";"02. SOACHA";21
2711;"2711. EL SILO";"21. SOACHA";"02. SOACHA";21
2712;"2712. RINCON DE LA FLORIDA";"21. SOACHA";"02. SOACHA";21
2713;"2713. REMANSO DE QUINTANARES";"21. SOACHA";"02. SOACHA";21
2714;"2714. NEUTA SECTOR SAN ANDRES";"21. SOACHA";"02. SOACHA";21
2715;"2715. SIMON BOLIVAR";"21. SOACHA";"02. SOACHA";21
2716;"2716. RINCON DE SANTA FE";"21. SOACHA";"02. SOACHA";21
2717;"2717. EL SALITRE";"21. SOACHA";"02. SOACHA";21
2718;"2718. PARQUE DEL SOL";"21. SOACHA";"02. SOACHA";21
2719;"2719. ANDALUCIA";"21. SOACHA";"02. SOACHA";21
2720;"2720. VILLA SOFIA";"21. SOACHA";"02. SOACHA";21
2721;"2721. SAN ANTONIO";"21. SOACHA";"02. SOACHA";21
2722;"2722. PORTAL DE CASALINDA";"21. SOACHA";"02. SOACHA";21
2723;"00. SIN ASIGNAR";"22. GACHANCIPA";"03. GACHANCIPA";22
3001;"00. SIN ASIGNAR";"23. CAJICA";"04. CAJICA";23
3002;"00. SIN ASIGNAR";"24. CHIA";"05. CHIA";24
3003;"00. SIN ASIGNAR";"25. SOPO";"06. SOPO";25
3004;"00. SIN ASIGNAR";"26. TOCANCIPA";"07. TOCANCIPA";26
3005;"00. SIN ASIGNAR";"27. LA CALERA";"08. LA CALERA";27
3006;"00. SIN ASIGNAR";"28. FUNZA";"09. FUNZA";28
3007;"00. SIN ASIGNAR";"29. MADRID";"10. MADRID";29
3008;"00. SIN ASIGNAR";"30. MOSQUERA";"11. MOSQUERA";30
4001;"4001. VILLAS DEL EDEN";"05. USME";"01. BOGOTA";5
4002;"4002. LOS ARRAYANES";"05. USME";"01. BOGOTA";5
4003;"4003. BOGOTA SECTOR TEQUENDAMA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
4004;"4004. DANUBIO DEL SUR";"18. RAFAEL URIBE";"01. BOGOTA";18
4005;"4005. EL PORTAL";"18. RAFAEL URIBE";"01. BOGOTA";18
4006;"4006. VILLA ROSITA";"04. SAN CRISTOBAL";"01. BOGOTA";4
5002;"5002. SAN JUAN IV SECTOR";"05. USME";"01. BOGOTA";5
5003;"5003. ARIZONA";"05. USME";"01. BOGOTA";5
5004;"5004. PORTAL II ETAPA";"05. USME";"01. BOGOTA";5
5006;"5006. CASA LOMA II";"05. USME";"01. BOGOTA";5
5009;"5009. LA MARQUEZA";"18. RAFAEL URIBE";"01. BOGOTA";18
6001;"6001. SIERRA MORENA";"05. USME";"01. BOGOTA";5
6002;"6002. PATICOS";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
7002;"7002. MIRANDELA";"11. SUBA";"01. BOGOTA";11
7004;"7004. RINCON DE SANTA INES";"11. SUBA";"01. BOGOTA";11
7005;"7005. SAN JOSE V SECTOR";"11. SUBA";"01. BOGOTA";11
7006;"7006. VILLA HERMOSA";"11. SUBA";"01. BOGOTA";11
7007;"7007. PORTALES DEL NORTE";"11. SUBA";"01. BOGOTA";11
7008;"7008. EL PINO";"11. SUBA";"01. BOGOTA";11
7009;"7009. TIBABUYES OCCIDENTAL";"11. SUBA";"01. BOGOTA";11
7010;"7010. LOMBARDIA";"11. SUBA";"01. BOGOTA";11
7011;"7011. TIBABUYES UNIVERSAL";"11. SUBA";"01. BOGOTA";11
7012;"7012. PUERTA DEL SOL";"11. SUBA";"01. BOGOTA";11
7013;"7013. EL PLAN";"11. SUBA";"01. BOGOTA";11
7014;"7014. LA GAITANA";"11. SUBA";"01. BOGOTA";11
7015;"7015. VILLA MARIA";"11. SUBA";"01. BOGOTA";11
7016;"7016. COSTA AZUL";"11. SUBA";"01. BOGOTA";11
7017;"7017. LA CHUCUA";"11. SUBA";"01. BOGOTA";11
7026;"7026. SAN CARLOS DE SUBA";"11. SUBA";"01. BOGOTA";11
7027;"7027. POTRERILLO";"11. SUBA";"01. BOGOTA";11
7028;"7028. CONEJERA";"11. SUBA";"01. BOGOTA";11
7030;"7030. TUNA";"11. SUBA";"01. BOGOTA";11
7031;"7031. SAN JOSE DE BAVARIA";"11. SUBA";"01. BOGOTA";11
7032;"7032. NUEVA ZELANDIA";"11. SUBA";"01. BOGOTA";11
7033;"7033. VILLA DEL PRADO";"11. SUBA";"01. BOGOTA";11
7034;"7034. VEREDA TIBABUYES";"11. SUBA";"01. BOGOTA";11
7043;"7043. SABANA DE TIBABUYES NORTE";"11. SUBA";"01. BOGOTA";11
7044;"7044. TUNA BAJA";"11. SUBA";"01. BOGOTA";11
7045;"7045. VEREDA SUBA CERROS II";"11. SUBA";"01. BOGOTA";11
7046;"7046. TUNA ALTA";"11. SUBA";"01. BOGOTA";11
7047;"7047. TIBABUYES";"11. SUBA";"01. BOGOTA";11
7048;"7048. SALITRE SUBA";"11. SUBA";"01. BOGOTA";11
7049;"7049. PINOS DE LOMBARDIA";"11. SUBA";"01. BOGOTA";11
7050;"7050. CAMPANELLA";"11. SUBA";"01. BOGOTA";11
7059;"7059. BRITALIA";"11. SUBA";"01. BOGOTA";11
7060;"7060. BILBAO";"11. SUBA";"01. BOGOTA";11
7061;"7061. SABANA DE TIBABUYES";"11. SUBA";"01. BOGOTA";11
7062;"7062. VEREDA SUBA CERROS";"11. SUBA";"01. BOGOTA";11
7063;"7063. SUBA URBAN0";"11. SUBA";"01. BOGOTA";11
7064;"7064. BOSQUES DE SAN JORGE";"11. SUBA";"01. BOGOTA";11
7065;"7065. EL POA";"11. SUBA";"01. BOGOTA";11
7066;"7066. GILMAR";"11. SUBA";"01. BOGOTA";11
7075;"7075. LAS FLORES";"11. SUBA";"01. BOGOTA";11
7076;"7076. CANTAGALLO";"11. SUBA";"01. BOGOTA";11
7077;"7077. MAZUREN";"11. SUBA";"01. BOGOTA";11
7078;"7078. ESCUELA DE CARABINEROS";"11. SUBA";"01. BOGOTA";11
7079;"7079. NUEVA TIBABUYES";"11. SUBA";"01. BOGOTA";11
7080;"7080. VILLA ELISA";"11. SUBA";"01. BOGOTA";11
7081;"7081. ALTOS DE CHOZICA";"11. SUBA";"01. BOGOTA";11
7082;"7082. SANTA HELENA";"11. SUBA";"01. BOGOTA";11
8001;"8001. TTES DE COLOMBIA";"11. SUBA";"01. BOGOTA";11
8002;"8002. EL RINCON NORTE";"11. SUBA";"01. BOGOTA";11
8003;"8003. PRADO PINZON";"11. SUBA";"01. BOGOTA";11
8004;"8004. LECH WALESA";"11. SUBA";"01. BOGOTA";11
8005;"8005. CLUB DE LOS LAGARTOS";"11. SUBA";"01. BOGOTA";11
8006;"8006. NIZA SUR";"11. SUBA";"01. BOGOTA";11
8007;"8007. LAGO DE SUBA";"11. SUBA";"01. BOGOTA";11
8008;"8008. AURES";"11. SUBA";"01. BOGOTA";11
8009;"8009. VICTORIA NORTE";"11. SUBA";"01. BOGOTA";11
8010;"8010. NIZA SUBA";"11. SUBA";"01. BOGOTA";11
8011;"8011. VEREDA SUBA NARANJOS";"11. SUBA";"01. BOGOTA";11
8012;"8012. IBERIA";"11. SUBA";"01. BOGOTA";11
8013;"8013. VEREDA SUBA RINCON";"11. SUBA";"01. BOGOTA";11
8014;"8014. SAN CAYETANO";"11. SUBA";"01. BOGOTA";11
8015;"8015. LOS NARANJOS";"11. SUBA";"01. BOGOTA";11
8016;"8016. SAN JOSE DEL PRADO";"11. SUBA";"01. BOGOTA";11
8017;"8017. CIUDAD JARDIN NORTE";"11. SUBA";"01. BOGOTA";11
8018;"8018. EL RINCON";"11. SUBA";"01. BOGOTA";11
8019;"8019. RINCON DE SUBA";"11. SUBA";"01. BOGOTA";11
8020;"8020. CIUDAD HUNZA";"11. SUBA";"01. BOGOTA";11
8021;"8021. LAS VILLAS";"11. SUBA";"01. BOGOTA";11
8022;"8022. NIZA NORTE";"11. SUBA";"01. BOGOTA";11
8023;"8023. ALMIRANTE COLON";"11. SUBA";"01. BOGOTA";11
8024;"8024. CANODROMO";"11. SUBA";"01. BOGOTA";11
8025;"8025. BATAN";"11. SUBA";"01. BOGOTA";11
8026;"8026. MONACO";"11. SUBA";"01. BOGOTA";11
8027;"8027. POTOSI";"11. SUBA";"01. BOGOTA";11
8028;"8028. PUENTE LARGO";"11. SUBA";"01. BOGOTA";11
8029;"8029. SANTA ROSA";"11. SUBA";"01. BOGOTA";11
8030;"8030. JULIO FLOREZ";"11. SUBA";"01. BOGOTA";11
8031;"8031. PASADENA";"11. SUBA";"01. BOGOTA";11
8032;"8032. ESTORIL";"11. SUBA";"01. BOGOTA";11
8033;"8033. ANDES NORTE";"11. SUBA";"01. BOGOTA";11
8034;"8034. VILLA CINDY";"11. SUBA";"01. BOGOTA";11
8035;"8035. BERLIN 4 SECTOR";"11. SUBA";"01. BOGOTA";11
8036;"8036. BERLIN";"11. SUBA";"01. BOGOTA";11
8037;"8037. VILLA GLORIA";"11. SUBA";"01. BOGOTA";11
8038;"8038. VILLA DE LAS FLORES";"11. SUBA";"01. BOGOTA";11
8039;"8039. LA ISABELA";"11. SUBA";"01. BOGOTA";11
8040;"8040. VERONA";"11. SUBA";"01. BOGOTA";11
8041;"8041. EL CEDRO";"11. SUBA";"01. BOGOTA";11
8042;"8042. MIRAMAR";"11. SUBA";"01. BOGOTA";11
8043;"8043. CAÐIZA I, II Y III";"11. SUBA";"01. BOGOTA";11
8044;"8044. AURES II";"11. SUBA";"01. BOGOTA";11
8045;"8045. EL OCAL";"11. SUBA";"01. BOGOTA";11
8046;"8046. EL OCAL 2 SECTOR";"11. SUBA";"01. BOGOTA";11
8047;"8047. LAS MERCEDES SUBA";"11. SUBA";"01. BOGOTA";11
8048;"8048. VILLA DEL CAMPO";"11. SUBA";"01. BOGOTA";11
8049;"8049. CANAIMA";"01. USAQUEN";"01. BOGOTA";1
8050;"8050. EL CEREZO";"01. USAQUEN";"01. BOGOTA";1
8051;"8051. SAN JOSE DE USAQUEN";"01. USAQUEN";"01. BOGOTA";1
8052;"8052. LA PRADERA NORTE";"01. USAQUEN";"01. BOGOTA";1
8053;"8053. TORCA";"01. USAQUEN";"01. BOGOTA";1
8054;"8054. LA URIBE";"01. USAQUEN";"01. BOGOTA";1
8055;"8055. LA LIBERIA";"01. USAQUEN";"01. BOGOTA";1
8056;"8056. CAOBOS SALAZAR";"01. USAQUEN";"01. BOGOTA";1
8057;"8057. CEDRO SALAZAR";"01. USAQUEN";"01. BOGOTA";1
8058;"8058. ACACIAS USAQUEN";"01. USAQUEN";"01. BOGOTA";1
8059;"8059. LOS CEDROS ORIENTAL";"01. USAQUEN";"01. BOGOTA";1
8060;"8060. LOS CEDROS";"01. USAQUEN";"01. BOGOTA";1
8061;"8061. SANTA BARBARA ORIENTAL";"01. USAQUEN";"01. BOGOTA";1
8062;"8062. SAN PATRICIO";"01. USAQUEN";"01. BOGOTA";1
8063;"8063. SANTA BIBIANA";"01. USAQUEN";"01. BOGOTA";1
8064;"8064. PARAMO I";"01. USAQUEN";"01. BOGOTA";1
8065;"8065. SEMINARIO";"01. USAQUEN";"01. BOGOTA";1
8066;"8066. UNICERROS";"01. USAQUEN";"01. BOGOTA";1
8067;"8067. PAÐUELITO";"01. USAQUEN";"01. BOGOTA";1
8068;"8068. GINEBRA";"01. USAQUEN";"01. BOGOTA";1
8069;"8069. LA ESPERANZA";"01. USAQUEN";"01. BOGOTA";1
8070;"8070. CLAUSTRO DE LA BELLA SUIZA";"01. USAQUEN";"01. BOGOTA";1
8071;"8071. PARAMO";"01. USAQUEN";"01. BOGOTA";1
8072;"8072. SORATAMA";"01. USAQUEN";"01. BOGOTA";1
8073;"8073. ARAUQUITA";"01. USAQUEN";"01. BOGOTA";1
8074;"8074. EL CERRO";"01. USAQUEN";"01. BOGOTA";1
8075;"8075. LA PERLA ORIENTAL";"01. USAQUEN";"01. BOGOTA";1
8076;"8076. VILLA NIDIA";"01. USAQUEN";"01. BOGOTA";1
8077;"8077. LA CITA";"01. USAQUEN";"01. BOGOTA";1
8078;"8078. LA CITA";"01. USAQUEN";"01. BOGOTA";1
8079;"8079. ALTOS DE SERREZUELA";"01. USAQUEN";"01. BOGOTA";1
8080;"8080. ALTOS DEL MIRADOR";"01. USAQUEN";"01. BOGOTA";1
9001;"9001. CARACOLI";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
10001;"10001. CAGUA II";"21. SOACHA";"02. SOACHA";21
10002;"10002. VILLA ITALIA";"21. SOACHA";"02. SOACHA";21
10003;"10003. QUINTAS DE LA LA";"21. SOACHA";"02. SOACHA";21
11001;"11001. BOCHICA III";"10. ENGATIVA";"01. BOGOTA";10
12001;"12001. EL SALITRE";"21. SOACHA";"02. SOACHA";21
13001;"13001. LA PRIMAVERA";"21. SOACHA";"02. SOACHA";21
14001;"14001. DELMONTE";"11. SUBA";"01. BOGOTA";11
15006;"15006. LOMAS DE SAN CARLOS";"18. RAFAEL URIBE";"01. BOGOTA";18
15009;"15009. LA PLAYA I";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
15010;"15010. LA PLAYA II";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
15011;"15011. EL REFLEJO II";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
16001;"16001. PORTAL DE CALI";"07. BOSA";"01. BOGOTA";7
17003;"17003. LA PAZ ( CENTRO )";"03. SANTA FE";"01. BOGOTA";3
17004;"17004. SANTA FE";"18. RAFAEL URIBE";"01. BOGOTA";18
17007;"17007. USME";"05. USME";"01. BOGOTA";5
17009;"17009. SANTA BARBARA DEL UVAL";"05. USME";"01. BOGOTA";5
17011;"17011. EL ROSAL";"18. RAFAEL URIBE";"01. BOGOTA";18
18001;"18001. HOGAR DEL SOL";"21. SOACHA";"02. SOACHA";21
19001;"19001. SAN NICOLAS";"21. SOACHA";"02. SOACHA";21
20001;"20001. INES ELVIRA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
20003;"20003. INES ELVIRA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
21001;"21001. CONVIBA I";"21. SOACHA";"02. SOACHA";21
21002;"21002. CONVIBA II";"21. SOACHA";"02. SOACHA";21
21003;"21003. CONVIBA III";"21. SOACHA";"02. SOACHA";21
21004;"21004. CASABONITA";"21. SOACHA";"02. SOACHA";21
21005;"21005. BUENOS AIRES";"21. SOACHA";"02. SOACHA";21
22001;"22001. LA CABAÑA";"05. USME";"01. BOGOTA";5
22002;"22002. MANZANARES";"05. USME";"01. BOGOTA";5
22003;"22003. ARRAYANES";"18. RAFAEL URIBE";"01. BOGOTA";18
23001;"23001. CASABONITA";"21. SOACHA";"02. SOACHA";21
24001;"24001. MARANATHA";"21. SOACHA";"02. SOACHA";21
25001;"25001. TRES REYES";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
26001;"26001. BOSQUES DE LA HACIENDA";"18. RAFAEL URIBE";"01. BOGOTA";18
27001;"27001. BARRANCAS ORIENTAL";"01. USAQUEN";"01. BOGOTA";1
28001;"28001. SANTO DOMINGO";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
29001;"29001. VITELMA";"03. SANTA FE";"01. BOGOTA";3
30001;"30001. BOLONIA";"05. USME";"01. BOGOTA";5
31001;"31001. LAS VIOLETAS";"05. USME";"01. BOGOTA";5
31002;"31002. PORTAL DEL DIVINO";"05. USME";"01. BOGOTA";5
31003;"31003. EL JARDIN";"05. USME";"01. BOGOTA";5
31004;"31004. VILLAS DE SANTA ISABEL";"05. USME";"01. BOGOTA";5
31005;"31005. ANTONIO MORALES GALVIS";"18. RAFAEL URIBE";"01. BOGOTA";18
31006;"31006. MIRADOR DE MARRUECOS";"18. RAFAEL URIBE";"01. BOGOTA";18
31007;"31007. MOLINOS DEL ORIENTE";"04. SAN CRISTOBAL";"01. BOGOTA";4
31008;"31008. HORACIO ORJUELA";"04. SAN CRISTOBAL";"01. BOGOTA";4
31009;"31009. GUADALUPE";"06. TUNJUELITO";"01. BOGOTA";6
32001;"32001. VERONA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
33001;"33001. GUADALUPE";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
34001;"34001. ELCHIRCAL SUR";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
35001;"35001. LA BELLEZA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36001;"36001. CARACAS";"15. ANTONIO NARIÑO";"01. BOGOTA";15
36002;"36002. SENA";"15. ANTONIO NARIÑO";"01. BOGOTA";15
36003;"36003. CENTRAL DE MEZCLAS";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36004;"36004. EL ENSUEÑO";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36005;"36005. PRIMAVERA II";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36006;"36006. QUIBA URBANO";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36007;"36007. RAFAEL ESCAMILLA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36008;"36008. RONDA";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36009;"36009. SUMAPAZ";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
36010;"36010. CENTRO ENGATIVA";"09. FONTIBON";"01. BOGOTA";9
36011;"36011. EL TINTAL";"09. FONTIBON";"01. BOGOTA";9
36012;"36012. EL TINTAL CENTRAL";"09. FONTIBON";"01. BOGOTA";9
36013;"36013. EL VERGEL";"09. FONTIBON";"01. BOGOTA";9
36014;"36014. FRANCO";"09. FONTIBON";"01. BOGOTA";9
36015;"36015. GUADUAL";"09. FONTIBON";"01. BOGOTA";9
36016;"36016. INTERINDUSTRIAL";"09. FONTIBON";"01. BOGOTA";9
36017;"36017. ELTITNAL II";"09. FONTIBON";"01. BOGOTA";9
36018;"36018. COOPERATIVA DE SUBOFICIALES";"08. KENNEDY";"01. BOGOTA";8
36019;"36019. DELICIAS";"08. KENNEDY";"01. BOGOTA";8
36020;"36020. HIPOTECHO OCCIDENTAL";"08. KENNEDY";"01. BOGOTA";8
36021;"36021. HIPOTECHO SUR";"08. KENNEDY";"01. BOGOTA";8
36022;"36022. LA CAMPIÑA";"08. KENNEDY";"01. BOGOTA";8
36023;"36023. PROVIVIENDA";"08. KENNEDY";"01. BOGOTA";8
36024;"36024. PROVIVIENDA ORIENTAL";"08. KENNEDY";"01. BOGOTA";8
36025;"36025. RENANIA URAPANES";"08. KENNEDY";"01. BOGOTA";8
36026;"36026. VEREDA EL TINTAL";"08. KENNEDY";"01. BOGOTA";8
36027;"36027. FLORIDA";"14. LOS MARTIRES";"01. BOGOTA";14
36028;"36028. AUTOPISTA MUZU ORIENTAL";"16. PUENTE ARANDA";"01. BOGOTA";16
36029;"36029. BATALLON CALDAS";"16. PUENTE ARANDA";"01. BOGOTA";16
36030;"36030. MONTES";"16. PUENTE ARANDA";"01. BOGOTA";16
36031;"36031. OSPINA PEREZ SUR";"16. PUENTE ARANDA";"01. BOGOTA";16
36032;"36032. PROVIVIENDA NORTE";"16. PUENTE ARANDA";"01. BOGOTA";16
36033;"36033. REMANSO SUR";"16. PUENTE ARANDA";"01. BOGOTA";16
36034;"36034. CERROS DE ORIENTE";"18. RAFAEL URIBE";"01. BOGOTA";18
36035;"36035. GRANJAS DE SANTA SOFIA";"18. RAFAEL URIBE";"01. BOGOTA";18
36036;"36036. HOSPITAL SAN CARLOS";"18. RAFAEL URIBE";"01. BOGOTA";18
36037;"36037. LA PICOTA ORIENTAL";"18. RAFAEL URIBE";"01. BOGOTA";18
36038;"36038. LOS ARRAYANES II";"18. RAFAEL URIBE";"01. BOGOTA";18
36039;"36039. SAN IGNACIO SAN MARTIN";"18. RAFAEL URIBE";"01. BOGOTA";18
36040;"36040. SAN LUIS";"18. RAFAEL URIBE";"01. BOGOTA";18
36041;"36041. VILLA MAYOR";"18. RAFAEL URIBE";"01. BOGOTA";18
36042;"36042. ALTOS DE ZIPA";"04. SAN CRISTOBAL";"01. BOGOTA";4
36043;"36043. ALTOS DE ZUQUE";"04. SAN CRISTOBAL";"01. BOGOTA";4
36044;"36044. CHIGUAZA";"04. SAN CRISTOBAL";"01. BOGOTA";4
36045;"36045. LAS LOMAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
36046;"36046. TIBAQUE";"04. SAN CRISTOBAL";"01. BOGOTA";4
36047;"36047. VILLABEL";"04. SAN CRISTOBAL";"01. BOGOTA";4
36048;"36048. YOMASA";"04. SAN CRISTOBAL";"01. BOGOTA";4
36049;"36049. HOYA TEUSACA";"03. SANTA FE";"01. BOGOTA";3
