"COD_BARRIO";"TXT_BARRIO";"TXT_LOCALIDAD";"TXT_MUNICIPIO";"COD_LOCALIDAD"
0;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
1;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
2;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
3;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
4;"00. SIN ASIGNAR";"21. SOACHA";"02. SOACHA";21
5;"00. SIN ASIGNAR";"22. GACHANCIPA";"03. GACHANCIPA";22
6;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
7;"00. SIN ASIGNAR";"02. CHAPINERO";"01. BOGOTA";2
8;"00. SIN ASIGNAR";"03. SANTA FE";"01. BOGOTA";3
9;"00. SIN ASIGNAR";"04. SAN CRISTOBAL";"01. BOGOTA";4
10;"00. SIN ASIGNAR";"05. USME";"01. BOGOTA";5
11;"00. SIN ASIGNAR";"06. TUNJUELITO";"01. BOGOTA";6
12;"00. SIN ASIGNAR";"07. BOSA";"01. BOGOTA";7
13;"00. SIN ASIGNAR";"08. KENNEDY";"01. BOGOTA";8
14;"00. SIN ASIGNAR";"09. FONTIBON";"01. BOGOTA";9
15;"00. SIN ASIGNAR";"10. ENGATIVA";"01. BOGOTA";10
16;"00. SIN ASIGNAR";"11. SUBA";"01. BOGOTA";11
17;"00. SIN ASIGNAR";"12. BARRIOS UNIDOS";"01. BOGOTA";12
18;"00. SIN ASIGNAR";"13. TEUSAQUILLO";"01. BOGOTA";13
19;"00. SIN ASIGNAR";"14. LOS MARTIRES";"01. BOGOTA";14
20;"00. SIN ASIGNAR";"15. ANTONIO NARIÑO";"01. BOGOTA";15
21;"00. SIN ASIGNAR";"16. PUENTE ARANDA";"01. BOGOTA";16
22;"00. SIN ASIGNAR";"17. CANDELARIA";"01. BOGOTA";17
23;"00. SIN ASIGNAR";"18. RAFAEL URIBE";"01. BOGOTA";18
24;"00. SIN ASIGNAR";"19. CIUDAD BOLIVAR";"01. BOGOTA";19
25;"00. SIN ASIGNAR";"20. SUMAPAZ";"01. BOGOTA";20
26;"00. SIN ASIGNAR";"23. CAJICA";"04. CAJICA";23
27;"00. SIN ASIGNAR";"24. CHIA";"05. CHIA";24
28;"00. SIN ASIGNAR";"31. COOPJARDIN";"01. BOGOTA";31
29;"00. SIN ASIGNAR";"32. EMAR";"01. BOGOTA";32
30;"00. SIN ASIGNAR";"28. FUNZA";"09. FUNZA";28
31;"00. SIN ASIGNAR";"27. LA CALERA";"08. LA CALERA";27
32;"00. SIN ASIGNAR";"29. MADRID";"10. MADRID";29
33;"00. SIN ASIGNAR";"30. MOSQUERA";"11. MOSQUERA";30
34;"00. SIN ASIGNAR";"25. SOPO";"06. SOPO";25
35;"00. SIN ASIGNAR";"26. TOCANCIPA";"07. TOCANCIPA";26
36;"00. SIN ASIGNAR";"01. USAQUEN";"01. BOGOTA";1
37;"00. SIN ASIGNAR";"21. SOACHA";"02. SOACHA";21
38;"38. BUENAVISTA";"01. USAQUEN";"01. BOGOTA";1
39;"39. BUENAVISTA (INVASION)";"01. USAQUEN";"01. BOGOTA";1
40;"40. EL CODITO";"01. USAQUEN";"01. BOGOTA";1
41;"41. ESCUELA DE INFANTERIA";"01. USAQUEN";"01. BOGOTA";1
42;"42. FLORESTA DE LA SABANA";"01. USAQUEN";"01. BOGOTA";1
43;"43. JARDIN NORTE";"01. USAQUEN";"01. BOGOTA";1
44;"44. LA FRONTERA";"01. USAQUEN";"01. BOGOTA";1
45;"45. SAN ISIDRO-LA SUREÑA-SAN LUIS";"01. USAQUEN";"01. BOGOTA";1
46;"46. SANTA CECILIA PARTE ALTA";"01. USAQUEN";"01. BOGOTA";1
47;"47. SANTA CECILIA PARTE BAJA";"01. USAQUEN";"01. BOGOTA";1
48;"48. SERRAZUELITA";"01. USAQUEN";"01. BOGOTA";1
49;"49. SORATAMA";"01. USAQUEN";"01. BOGOTA";1
50;"50. VILLA OLIVA";"01. USAQUEN";"01. BOGOTA";1
51;"51. TOBERIN NORTE";"01. USAQUEN";"01. BOGOTA";1
52;"52. CASABLANCA NORTE";"01. USAQUEN";"01. BOGOTA";1
53;"53. CERROS NORTE";"01. USAQUEN";"01. BOGOTA";1
54;"54. DELICIAS DEL CARMEN";"01. USAQUEN";"01. BOGOTA";1
55;"55. DON BOSCO";"01. USAQUEN";"01. BOGOTA";1
56;"56. EL PAÑUELITO";"01. USAQUEN";"01. BOGOTA";1
57;"57. EL VERBENAL";"01. USAQUEN";"01. BOGOTA";1
58;"58. HORIZONTES";"01. USAQUEN";"01. BOGOTA";1
59;"59. LA CRISTALINA";"01. USAQUEN";"01. BOGOTA";1
60;"60. LA ESPERANZA";"01. USAQUEN";"01. BOGOTA";1
61;"61. LA URIBE";"01. USAQUEN";"01. BOGOTA";1
62;"62. SAGRADO CORAZON";"01. USAQUEN";"01. BOGOTA";1
63;"63. SAN ANTONIO II";"01. USAQUEN";"01. BOGOTA";1
64;"64. SAN ANTONIO NORTE";"01. USAQUEN";"01. BOGOTA";1
65;"65. SAN GABRIEL";"01. USAQUEN";"01. BOGOTA";1
66;"66. SAN JUAN BOSCO";"01. USAQUEN";"01. BOGOTA";1
67;"67. VILLA NYDIA";"01. USAQUEN";"01. BOGOTA";1
68;"68. ALTA BLANCA";"01. USAQUEN";"01. BOGOTA";1
69;"69. AUTOPISTA";"01. USAQUEN";"01. BOGOTA";1
70;"70. BABILONIA";"01. USAQUEN";"01. BOGOTA";1
71;"71. BARRANCAS";"01. USAQUEN";"01. BOGOTA";1
72;"72. GEOREFERENCIADO";"01. USAQUEN";"01. BOGOTA";1
73;"73. BELLA SUIZA";"01. USAQUEN";"01. BOGOTA";1
74;"74. BELMIRA";"01. USAQUEN";"01. BOGOTA";1
75;"75. VERBENAL";"01. USAQUEN";"01. BOGOTA";1
76;"76. BOSQUE MEDINA";"01. USAQUEN";"01. BOGOTA";1
77;"77. BOSQUES DE LOS PINOS";"01. USAQUEN";"01. BOGOTA";1
78;"78. CONTADOR";"01. USAQUEN";"01. BOGOTA";1
79;"79. CANAIMA";"01. USAQUEN";"01. BOGOTA";1
80;"80. EL ROCIO NORTE";"01. USAQUEN";"01. BOGOTA";1
81;"81. CAPRI";"01. USAQUEN";"01. BOGOTA";1
82;"82. CEDRITOS";"01. USAQUEN";"01. BOGOTA";1
83;"83. CEDRO GOLF CLUB";"01. USAQUEN";"01. BOGOTA";1
84;"84. CEDROS ORIENTALES";"01. USAQUEN";"01. BOGOTA";1
85;"85. SERVITA";"01. USAQUEN";"01. BOGOTA";1
86;"86. COUNTRY CLUB";"01. USAQUEN";"01. BOGOTA";1
87;"87. COOVIVIENDAS TELECOM";"01. USAQUEN";"01. BOGOTA";1
88;"88. EL CEDRITO";"01. USAQUEN";"01. BOGOTA";1
89;"89. EL CEDRO";"01. USAQUEN";"01. BOGOTA";1
90;"90. EL CEDRO BOLIVAR";"01. USAQUEN";"01. BOGOTA";1
91;"91. EL DORADO NORTE";"01. USAQUEN";"01. BOGOTA";1
92;"92. EL PEDREGAL";"01. USAQUEN";"01. BOGOTA";1
93;"93. EL REDIL";"01. USAQUEN";"01. BOGOTA";1
94;"94. ESCUELA DE CABALLERIA";"01. USAQUEN";"01. BOGOTA";1
95;"95. ESTRELLA DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
96;"96. FLORESTA";"01. USAQUEN";"01. BOGOTA";1
97;"97. FRANCISCO MIRANDA";"01. USAQUEN";"01. BOGOTA";1
98;"98. GINEBRA";"01. USAQUEN";"01. BOGOTA";1
99;"99. TUBOS AMERICAN PIPE";"01. USAQUEN";"01. BOGOTA";1
100;"100. LAS QUINTAS";"01. USAQUEN";"01. BOGOTA";1
101;"101. LA CALLEJA";"01. USAQUEN";"01. BOGOTA";1
102;"102. LA CAROLINA";"01. USAQUEN";"01. BOGOTA";1
103;"103. LA CITA";"01. USAQUEN";"01. BOGOTA";1
104;"104. LA ESTRELLA DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
105;"105. GUANICA";"01. USAQUEN";"01. BOGOTA";1
106;"106. LA ESTRELLITA";"01. USAQUEN";"01. BOGOTA";1
107;"107. LA LIBERTAD";"01. USAQUEN";"01. BOGOTA";1
108;"108. JARDINES DE PAZ";"01. USAQUEN";"01. BOGOTA";1
109;"109. LA SONORA";"01. USAQUEN";"01. BOGOTA";1
110;"110. LOS CEDROS";"01. USAQUEN";"01. BOGOTA";1
111;"111. LAS DELICIAS DEL CARMEN";"01. USAQUEN";"01. BOGOTA";1
112;"112. LAS MARGARITAS I";"01. USAQUEN";"01. BOGOTA";1
113;"113. LAS ORQUIDEAS";"01. USAQUEN";"01. BOGOTA";1
114;"114. LIJACA";"01. USAQUEN";"01. BOGOTA";1
115;"115. LISBOA";"01. USAQUEN";"01. BOGOTA";1
116;"116. LOS ARRAYANES";"01. USAQUEN";"01. BOGOTA";1
117;"117. LOS CEDRITOS";"01. USAQUEN";"01. BOGOTA";1
118;"118. LOS MOLINOS DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
119;"119. MARANTA";"01. USAQUEN";"01. BOGOTA";1
120;"120. MOLINOS DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
121;"121. MULTICENTRO";"01. USAQUEN";"01. BOGOTA";1
122;"122. NAVARRA";"01. USAQUEN";"01. BOGOTA";1
123;"123. NUEVA AUTOPISTA";"01. USAQUEN";"01. BOGOTA";1
124;"124. NUEVO COUNTRY";"01. USAQUEN";"01. BOGOTA";1
125;"125. OTOÑO";"01. USAQUEN";"01. BOGOTA";1
126;"126. PANTANITOS";"01. USAQUEN";"01. BOGOTA";1
127;"127. PRADOS DEL COUNTRY";"01. USAQUEN";"01. BOGOTA";1
128;"128. RECODO DEL COUNTRY";"01. USAQUEN";"01. BOGOTA";1
129;"129. RINCON DEL CHICO";"01. USAQUEN";"01. BOGOTA";1
130;"130. SAN CRISTOBAL ALTO";"01. USAQUEN";"01. BOGOTA";1
131;"131. SAN CRISTOBAL NORTE";"01. USAQUEN";"01. BOGOTA";1
132;"132. SAN GABRIEL DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
133;"133. SAN PATRICIO";"01. USAQUEN";"01. BOGOTA";1
134;"134. SANTA ANA";"01. USAQUEN";"01. BOGOTA";1
135;"135. SANTA ANA I";"01. USAQUEN";"01. BOGOTA";1
136;"136. SANTA ANA OCCIDENTAL";"01. USAQUEN";"01. BOGOTA";1
137;"137. SANTA BARBARA";"01. USAQUEN";"01. BOGOTA";1
138;"138. SANTA ANA ORIENTAL";"01. USAQUEN";"01. BOGOTA";1
139;"139. SANTA BARBARA CENTRAL";"01. USAQUEN";"01. BOGOTA";1
140;"140. SANTA BARBARA CENTRAL OCCIDENT";"01. USAQUEN";"01. BOGOTA";1
141;"141. SANTA CECILIA BAJA";"01. USAQUEN";"01. BOGOTA";1
142;"142. SANTA MONICA-LA PRADERA";"01. USAQUEN";"01. BOGOTA";1
143;"143. SANTA PAULA";"01. USAQUEN";"01. BOGOTA";1
144;"144. SANTA TERESA";"01. USAQUEN";"01. BOGOTA";1
145;"145. SANTA VIVIANA";"01. USAQUEN";"01. BOGOTA";1
146;"146. SANTACOLOMA";"01. USAQUEN";"01. BOGOTA";1
147;"147. SERVITA";"01. USAQUEN";"01. BOGOTA";1
148;"148. SOATAMA";"01. USAQUEN";"01. BOGOTA";1
149;"149. SOPO";"01. USAQUEN";"01. BOGOTA";1
150;"150. TIBABITA I";"01. USAQUEN";"01. BOGOTA";1
151;"151. TOBAGO";"01. USAQUEN";"01. BOGOTA";1
152;"152. TOBERIN";"01. USAQUEN";"01. BOGOTA";1
153;"153. TORCOROMA";"01. USAQUEN";"01. BOGOTA";1
154;"154. URB. SEÑORIAL";"01. USAQUEN";"01. BOGOTA";1
155;"155. USAQUEN";"01. USAQUEN";"01. BOGOTA";1
156;"156. VILLA NOHORA";"01. USAQUEN";"01. BOGOTA";1
157;"157. TIBABITA";"01. USAQUEN";"01. BOGOTA";1
158;"158. LA PRADERA NORTE";"01. USAQUEN";"01. BOGOTA";1
159;"159. LAS ACACIAS";"01. USAQUEN";"01. BOGOTA";1
160;"160. CEDRO NARVAEZ";"01. USAQUEN";"01. BOGOTA";1
161;"161. LOS CEDROS DES. LA MOJANA";"01. USAQUEN";"01. BOGOTA";1
162;"162. CAOBOS SALAZAR";"01. USAQUEN";"01. BOGOTA";1
163;"163. LA GRANJA NORTE";"01. USAQUEN";"01. BOGOTA";1
164;"164. SAN ANTONIO NOR OCCIDENTAL";"01. USAQUEN";"01. BOGOTA";1
165;"165. LAS MARGARITAS";"01. USAQUEN";"01. BOGOTA";1
166;"166. CERRO SAN CRISTOBAL NORTE";"01. USAQUEN";"01. BOGOTA";1
167;"167. EL JARDIN";"01. USAQUEN";"01. BOGOTA";1
168;"168. EL DANUBIO OCCIDENTAL";"01. USAQUEN";"01. BOGOTA";1
169;"169. SAN JOSE DE BARRANCAS";"01. USAQUEN";"01. BOGOTA";1
170;"170. SAN ANTONIO";"01. USAQUEN";"01. BOGOTA";1
171;"171. LA FLORESTA";"01. USAQUEN";"01. BOGOTA";1
172;"172. EL RINCON DEL PUENTE";"01. USAQUEN";"01. BOGOTA";1
173;"173. VILLAS DEL MEDITERRANEO";"01. USAQUEN";"01. BOGOTA";1
174;"174. REFUGIO DE SAN ANTONIO";"01. USAQUEN";"01. BOGOTA";1
175;"175. CHAPARRAL";"01. USAQUEN";"01. BOGOTA";1
176;"176. VERBENAL II SECTOR";"01. USAQUEN";"01. BOGOTA";1
177;"177. GUADALQUIVIR";"01. USAQUEN";"01. BOGOTA";1
178;"178. CEDRO BOLIVAR";"01. USAQUEN";"01. BOGOTA";1
179;"179. EL CONTADOR";"01. USAQUEN";"01. BOGOTA";1
180;"180. ARAUQUITA";"01. USAQUEN";"01. BOGOTA";1
181;"181. BARRANCAS ALTO-USAQUEN";"01. USAQUEN";"01. BOGOTA";1
182;"182. COOP SAN JUAN BOSCO";"01. USAQUEN";"01. BOGOTA";1
183;"183. EL PITE";"01. USAQUEN";"01. BOGOTA";1
184;"184. MIRADOR DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
185;"185. NVO ORIZONTE";"01. USAQUEN";"01. BOGOTA";1
186;"186. SAN ANTONIO I";"01. USAQUEN";"01. BOGOTA";1
187;"187. SANTANDERCITO";"01. USAQUEN";"01. BOGOTA";1
188;"188. UNICERROS I";"01. USAQUEN";"01. BOGOTA";1
189;"189. UNICERROS II";"01. USAQUEN";"01. BOGOTA";1
190;"190. NVA GRANADA";"01. USAQUEN";"01. BOGOTA";1
191;"191. PARQUES DE CAPRI";"01. USAQUEN";"01. BOGOTA";1
192;"192. SAUZAL";"01. USAQUEN";"01. BOGOTA";1
193;"193. SILVANIA";"01. USAQUEN";"01. BOGOTA";1
194;"194. LA FRANJITA DE BUENA VISTA";"01. USAQUEN";"01. BOGOTA";1
195;"195. KALIMA";"01. USAQUEN";"01. BOGOTA";1
196;"196. CEDRO MADEIRA";"01. USAQUEN";"01. BOGOTA";1
197;"197. BARRANCAS NORTE";"01. USAQUEN";"01. BOGOTA";1
198;"198. EL CONSUELO";"01. USAQUEN";"01. BOGOTA";1
199;"199. CEDRO GOLF";"01. USAQUEN";"01. BOGOTA";1
200;"200. CEDRAL";"01. USAQUEN";"01. BOGOTA";1
201;"201. CABA\AS DEL NORTE";"01. USAQUEN";"01. BOGOTA";1
202;"202. VILLA MAGDALA";"01. USAQUEN";"01. BOGOTA";1
203;"203. CERRO NORTE";"01. USAQUEN";"01. BOGOTA";1
204;"204. SANTA CECILIA BAJO";"01. USAQUEN";"01. BOGOTA";1
205;"205. SANTA CECILIA ALTO";"01. USAQUEN";"01. BOGOTA";1
206;"206. ORQUIDEAS";"01. USAQUEN";"01. BOGOTA";1
207;"207. EL TOBERIN";"01. USAQUEN";"01. BOGOTA";1
208;"208. SANTA MONICA";"01. USAQUEN";"01. BOGOTA";1
209;"209. EL PIJAO DE ORO";"01. USAQUEN";"01. BOGOTA";1
210;"210. BUENA VISTA";"01. USAQUEN";"01. BOGOTA";1
211;"211. RINCON DEL PUENTE";"01. USAQUEN";"01. BOGOTA";1
212;"212. SANTA BARBARA ALTA";"01. USAQUEN";"01. BOGOTA";1
213;"213. SANTA BARBARA OCCIDENTAL";"01. USAQUEN";"01. BOGOTA";1
214;"214. CAMPO ALEGRE";"01. USAQUEN";"01. BOGOTA";1
215;"215. CHAPARRAL SECTOR LA LLANURITA";"01. USAQUEN";"01. BOGOTA";1
216;"216. MEDELLIN";"01. USAQUEN";"01. BOGOTA";1
217;"217. PRADO DE LA SULTANA";"01. USAQUEN";"01. BOGOTA";1
218;"218. BELLA VISTA NORORIENTAL";"01. USAQUEN";"01. BOGOTA";1
219;"219. BALCONES DE VISTA HERMOSA";"01. USAQUEN";"01. BOGOTA";1
220;"220. ASOC.DE AUX.MUT.LOS OLIVOS";"01. USAQUEN";"01. BOGOTA";1
221;"221. BOSQUE CALDERON";"02. CHAPINERO";"01. BOGOTA";2
222;"222. BOSQUE CALDERON CLL 57";"02. CHAPINERO";"01. BOGOTA";2
223;"223. JUAN XXIII";"02. CHAPINERO";"01. BOGOTA";2
224;"224. LOS OLIVOS";"02. CHAPINERO";"01. BOGOTA";2
225;"225. PARDO RUBIO";"02. CHAPINERO";"01. BOGOTA";2
226;"226. SAN MARTIN DE PORRES";"02. CHAPINERO";"01. BOGOTA";2
227;"227. ANTIGUO COUNTRY";"02. CHAPINERO";"01. BOGOTA";2
228;"228. BOSQUE CALDERON II SECTOR";"02. CHAPINERO";"01. BOGOTA";2
229;"229. CATALU\A";"02. CHAPINERO";"01. BOGOTA";2
230;"230. CHAPINERO NORTE";"02. CHAPINERO";"01. BOGOTA";2
231;"231. CHICO";"02. CHAPINERO";"01. BOGOTA";2
232;"232. CHICO RESERVADO";"02. CHAPINERO";"01. BOGOTA";2
233;"233. EL CASTILLO";"02. CHAPINERO";"01. BOGOTA";2
234;"234. EL LAGO";"02. CHAPINERO";"01. BOGOTA";2
235;"235. EL NOGAL";"02. CHAPINERO";"01. BOGOTA";2
236;"236. EL PARAISO";"02. CHAPINERO";"01. BOGOTA";2
237;"237. EL REFUGIO";"02. CHAPINERO";"01. BOGOTA";2
238;"238. EL RETIRO";"02. CHAPINERO";"01. BOGOTA";2
239;"239. EMAUS";"02. CHAPINERO";"01. BOGOTA";2
240;"240. ESPARTILLAL";"02. CHAPINERO";"01. BOGOTA";2
241;"241. GRANADA";"02. CHAPINERO";"01. BOGOTA";2
242;"242. CHICO NORTE II SECTOR";"02. CHAPINERO";"01. BOGOTA";2
243;"243. LA CABRERA";"02. CHAPINERO";"01. BOGOTA";2
244;"244. LA PORCIUNCULA";"02. CHAPINERO";"01. BOGOTA";2
245;"245. LA SALLE";"02. CHAPINERO";"01. BOGOTA";2
246;"246. LAS ACACIAS(NOR OCCIDENTAL)";"02. CHAPINERO";"01. BOGOTA";2
247;"247. MARISCAL SUCRE";"02. CHAPINERO";"01. BOGOTA";2
248;"248. MARLY";"02. CHAPINERO";"01. BOGOTA";2
249;"249. NUEVA GRANADA";"02. CHAPINERO";"01. BOGOTA";2
250;"250. PALERMO";"02. CHAPINERO";"01. BOGOTA";2
251;"251. PATIASAO";"02. CHAPINERO";"01. BOGOTA";2
252;"252. QUINTA CAMACHO";"02. CHAPINERO";"01. BOGOTA";2
253;"253. ROSALES";"02. CHAPINERO";"01. BOGOTA";2
254;"254. SUCRE";"02. CHAPINERO";"01. BOGOTA";2
255;"255. CHICO NORTE";"02. CHAPINERO";"01. BOGOTA";2
256;"256. LOS ROSALES";"02. CHAPINERO";"01. BOGOTA";2
257;"257. BELLAVISTA";"02. CHAPINERO";"01. BOGOTA";2
258;"258. CHICO NORTE III";"02. CHAPINERO";"01. BOGOTA";2
259;"259. MODELO DEL SUR";"02. CHAPINERO";"01. BOGOTA";2
260;"260. BOSQUE CALDERON-TEJADA";"02. CHAPINERO";"01. BOGOTA";2
261;"261. CHAPINERO CENTRAL";"02. CHAPINERO";"01. BOGOTA";2
262;"262. INGEMAR(BOSQUE CALDERON)";"02. CHAPINERO";"01. BOGOTA";2
263;"263. EL CHICO NORTE";"02. CHAPINERO";"01. BOGOTA";2
264;"264. EL CHICO";"02. CHAPINERO";"01. BOGOTA";2
265;"265. LA CAPILLA";"02. CHAPINERO";"01. BOGOTA";2
266;"266. SAN LUIS";"02. CHAPINERO";"01. BOGOTA";2
267;"267. CHAPINERO ALTO";"02. CHAPINERO";"01. BOGOTA";2
268;"268. PALOMAR";"02. CHAPINERO";"01. BOGOTA";2
269;"269. LOS CERROS";"02. CHAPINERO";"01. BOGOTA";2
270;"270. TOSCANA";"02. CHAPINERO";"01. BOGOTA";2
271;"271. CHICO ALTO";"02. CHAPINERO";"01. BOGOTA";2
272;"272. VILLA DEL CERRO";"02. CHAPINERO";"01. BOGOTA";2
273;"273. VILLA ANITA";"02. CHAPINERO";"01. BOGOTA";2
274;"274. GEOREFERENCIADO";"02. CHAPINERO";"01. BOGOTA";2
275;"275. EL BALCON";"03. SANTA FE";"01. BOGOTA";3
276;"276. EL CONSUELO";"03. SANTA FE";"01. BOGOTA";3
277;"277. EL DORADO";"03. SANTA FE";"01. BOGOTA";3
278;"278. EL GUAVIO";"03. SANTA FE";"01. BOGOTA";3
279;"279. EL MIRADOR";"03. SANTA FE";"01. BOGOTA";3
280;"280. EL ROCIO CENTRO ORIENTAL";"03. SANTA FE";"01. BOGOTA";3
281;"281. LA PAZ CENTRAL(INVASION)";"03. SANTA FE";"01. BOGOTA";3
282;"282. LOURDES";"03. SANTA FE";"01. BOGOTA";3
283;"283. LOURDES PARTE BAJA";"03. SANTA FE";"01. BOGOTA";3
284;"284. EL ROCIO PARTE BAJA";"03. SANTA FE";"01. BOGOTA";3
285;"285. SAN DIONISIO";"03. SANTA FE";"01. BOGOTA";3
286;"286. SANTA ROSA DE LIMA (INVASION)";"03. SANTA FE";"01. BOGOTA";3
287;"287. EL ROCIO";"03. SANTA FE";"01. BOGOTA";3
288;"288. BOSQUE IZQUIERDO";"03. SANTA FE";"01. BOGOTA";3
289;"289. CALVO SUR";"03. SANTA FE";"01. BOGOTA";3
290;"290. CARTAGENA";"03. SANTA FE";"01. BOGOTA";3
291;"291. EGIPTO";"03. SANTA FE";"01. BOGOTA";3
292;"292. EL TRIUNFO";"03. SANTA FE";"01. BOGOTA";3
293;"293. GERMANIA";"03. SANTA FE";"01. BOGOTA";3
294;"294. GIRARDOT";"03. SANTA FE";"01. BOGOTA";3
295;"295. LA CAPUCHINA";"03. SANTA FE";"01. BOGOTA";3
296;"296. LA MERCED";"03. SANTA FE";"01. BOGOTA";3
297;"297. LA PERSEVERANCIA";"03. SANTA FE";"01. BOGOTA";3
298;"298. LA VERACRUZ";"03. SANTA FE";"01. BOGOTA";3
299;"299. LAS CRUCES";"03. SANTA FE";"01. BOGOTA";3
300;"300. LAS NIEVES";"03. SANTA FE";"01. BOGOTA";3
301;"301. LOS LACHES";"03. SANTA FE";"01. BOGOTA";3
302;"302. MACARENA";"03. SANTA FE";"01. BOGOTA";3
303;"303. PARQUE NACIONAL";"03. SANTA FE";"01. BOGOTA";3
304;"304. SAGRADO CORAZON I";"03. SANTA FE";"01. BOGOTA";3
305;"305. SAMPER";"03. SANTA FE";"01. BOGOTA";3
306;"306. SAN DIEGO";"03. SANTA FE";"01. BOGOTA";3
307;"307. SAN MARTIN CENTRO";"03. SANTA FE";"01. BOGOTA";3
308;"308. SANTA INES";"03. SANTA FE";"01. BOGOTA";3
309;"309. SANTA ROSA DE LIMA";"03. SANTA FE";"01. BOGOTA";3
310;"310. LA MACARENA";"03. SANTA FE";"01. BOGOTA";3
311;"311. LA ALAMEDA";"03. SANTA FE";"01. BOGOTA";3
312;"312. LA CONCORDIA";"03. SANTA FE";"01. BOGOTA";3
313;"313. EL ROCIO ALTO";"03. SANTA FE";"01. BOGOTA";3
314;"314. LAS AGUAS";"03. SANTA FE";"01. BOGOTA";3
315;"315. BAVARIA";"03. SANTA FE";"01. BOGOTA";3
316;"316. SAN MARTIN";"03. SANTA FE";"01. BOGOTA";3
317;"317. ALAMEDA";"03. SANTA FE";"01. BOGOTA";3
318;"318. TURBAY AYALA";"03. SANTA FE";"01. BOGOTA";3
319;"319. SAN VICTORINO";"03. SANTA FE";"01. BOGOTA";3
320;"320. LA CATEDRAL";"03. SANTA FE";"01. BOGOTA";3
321;"321. SAN BERNARDO";"03. SANTA FE";"01. BOGOTA";3
322;"322. LA PE\A ESTE";"03. SANTA FE";"01. BOGOTA";3
323;"323. LOS LACHES ESTE";"03. SANTA FE";"01. BOGOTA";3
324;"324. CONSUELO";"03. SANTA FE";"01. BOGOTA";3
325;"325. EL ROCIO BAJO";"03. SANTA FE";"01. BOGOTA";3
326;"326. SANTA BARBARA";"03. SANTA FE";"01. BOGOTA";3
327;"327. LA PE\A";"03. SANTA FE";"01. BOGOTA";3
328;"328. SAGRADO CORAZON";"03. SANTA FE";"01. BOGOTA";3
329;"329. GRANCOLOMBIA";"03. SANTA FE";"01. BOGOTA";3
330;"330. GEOREFERENCIADO";"03. SANTA FE";"01. BOGOTA";3
331;"331. BARCELONA";"04. SAN CRISTOBAL";"01. BOGOTA";4
332;"332. CORINTO";"04. SAN CRISTOBAL";"01. BOGOTA";4
333;"333. EL FUTURO";"04. SAN CRISTOBAL";"01. BOGOTA";4
334;"334. EL TRIANGULO-CORINTO";"04. SAN CRISTOBAL";"01. BOGOTA";4
335;"335. JUAN JOSE RONDON";"04. SAN CRISTOBAL";"01. BOGOTA";4
336;"336. JUAN REY";"04. SAN CRISTOBAL";"01. BOGOTA";4
337;"337. LA BELLEZA";"04. SAN CRISTOBAL";"01. BOGOTA";4
338;"338. LA FLORA SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
339;"339. LA MACARENA-LOS ALPES";"04. SAN CRISTOBAL";"01. BOGOTA";4
340;"340. LAS MALVINAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
341;"341. LOS LIBERTADORES";"04. SAN CRISTOBAL";"01. BOGOTA";4
342;"342. LOS PINOS";"04. SAN CRISTOBAL";"01. BOGOTA";4
343;"343. NUEVA ESPA\A";"04. SAN CRISTOBAL";"01. BOGOTA";4
344;"344. PARCELACION SAN PEDRO";"04. SAN CRISTOBAL";"01. BOGOTA";4
345;"345. QUINDIO";"04. SAN CRISTOBAL";"01. BOGOTA";4
346;"346. SAN BLAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
347;"347. SAN MANUEL";"04. SAN CRISTOBAL";"01. BOGOTA";4
348;"348. VALPARAISO";"04. SAN CRISTOBAL";"01. BOGOTA";4
349;"349. VILLA BEGONIA";"04. SAN CRISTOBAL";"01. BOGOTA";4
350;"350. VILLA DIANA";"04. SAN CRISTOBAL";"01. BOGOTA";4
351;"351. ALTAMIRA";"04. SAN CRISTOBAL";"01. BOGOTA";4
352;"352. ATENAS";"04. SAN CRISTOBAL";"01. BOGOTA";4
353;"353. BELLAVISTA";"04. SAN CRISTOBAL";"01. BOGOTA";4
354;"354. BELLA VISTA EL LUCERO";"04. SAN CRISTOBAL";"01. BOGOTA";4
355;"355. BELLA VISTA SUR ORIENTAL";"04. SAN CRISTOBAL";"01. BOGOTA";4
356;"356. BELLA VISTA S.O.";"04. SAN CRISTOBAL";"01. BOGOTA";4
357;"357. BELLO HORIZONTE";"04. SAN CRISTOBAL";"01. BOGOTA";4
358;"358. BUENOS AIRES I";"04. SAN CRISTOBAL";"01. BOGOTA";4
359;"359. CIUDAD DE LONDRES";"04. SAN CRISTOBAL";"01. BOGOTA";4
